customer_id,analysis_id,status,job_role,experience_level.level,experience_level.years,overview,strengths,gaps,recommendations,keywords,formatting_issues,regional_insights,created_at,file_name
70,1762418593592,craft,Marketing Specialist,Senior,15,"Strategic partnership and business development leader with 15 years’ experience in education, assessment, and sustainability initiatives. Founder and Executive Director of ESG Network Vietnam, driving SDG-aligned programs and partnerships.",Strategic partnership development | Sustainable development leadership | Educational program design,No measurable metrics in achievements | Missing Australian work rights info | Lacks LinkedIn/profile link | No section for digital marketing tools | Absence of resume summary,Quantify achievements with metrics | Add an Australian work authorization statement | Include LinkedIn profile and location | List key marketing tools and software | Add a brief professional summary at top,strategic partnership | sustainable development | stakeholder engagement | business development | program management,Inconsistent bullet styles (▪ vs •) | Date formats vary (YYYY vs YYYY–YYYY) | Left sidebar occupies space but no location info | Qualifications and courses mixed | References section too lengthy,"Highlight Australian work rights or visa status | Use Australian English spelling (e.g., organisation) | Include local marketing certifications (e.g., Google Ads) | Align salary expectations with AUD 100k–150k range | Emphasize digital marketing tools popular in Australia",2025-11-06T08:44:18,Hung Resume 2024.pdf
21,1762786886281,completed,Test engineering,Senior,6,"A meticulous and analytical Test Engineer with over 6 years of experience in manual and automated testing of web and mobile applications. Expertise in developing and executing test plans, creating test cases, and identifying and documenting defects. Proficient in using various testing tools and frameworks to ensure software quality and reliability.",Reduced manual testing time by 40% | Expert in manual & automated testing | Mentored junior test engineers,No mention of CI/CD integration | Lacks detailed security testing metrics | Quantifiable test coverage stats missing,"Include CI/CD tools like Jenkins or GitLab CI | Add quantifiable security testing results | Specify test coverage and defect density metrics | Standardize bullet formatting throughout | Mention version control tools (e.g., Git)",Test Automation | Selenium | Appium | Regression Testing | Performance Testing | Security Testing | JIRA | TestRail | Postman | JMeter | Agile | Scrum | Waterfall | SQL,Inconsistent bullet usage across sections | Skills listed in paragraph format | Certification date missing | Work experience dates not aligned | Contact info lacks clickable links,Include Australian work rights or visa status | Use A4 paper and include date of birth as per local norm | Test engineers in Australia often use Ranorex and Protractor | Average Test Engineer salary is AUD 90k–120k pa | Highlight Agile/Scrum certifications recognized in Australia,2025-11-10T15:02:11,Sarah Miller_Test Engineer.docx
71,1762829598215,completed,Test engineering,Entry,0,"Recent IT graduate with internship experience and solid academic foundation in software testing. Skilled in manual testing, test case design, bug reporting, basic automation, and API testing. Eager to contribute to QA teams and improve product quality.",Manual testing expertise | Test case design & execution | Bug reporting & tracking,No full-time QA experience | Lack of detailed internship projects | Missing measurable achievements | No CI/CD tool experience | Certificates missing issue dates,Detail internship or academic testing projects with outcomes | Add dates and context for certificates | Include metrics or achievements from projects | Expand on automation experience with sample scripts | Incorporate CI/CD and testing framework keywords,Manual Testing | Regression Testing | Smoke Testing | Exploratory Testing | Test Case Design | Bug Reporting | Jira | Trello | Selenium | Playwright | API Testing | Postman | SQL | Web Application Testing | Mobile Application Testing | E-commerce Domain Testing,Capabilities section uses hyphens instead of bullets | Studies Background header inconsistent | Missing dates for certificates | Education date format sparse | No work experience section entries,"Include ISTQB certification for Australian QA roles | Use Australian English spelling (e.g., ‘organisation’) | Highlight work rights or visa status explicitly | Entry-level QA salary ranges ~AUD60k–80k annually | Familiarity with Azure DevOps and Jenkins valued locally",2025-11-11T02:53:44,CV_NGUYEN TAO_Feshman_Test Engineer.docx
72,1762999432595,craft,Marketing Specialist,Entry,1,"A passionate marketing and project management student with profound knowledge in social media marketing and customer engagement. Skilled in crafting data-driven campaigns and content across digital platforms, with a keen understanding of consumer behaviour and market insights. Eager to contribute to a fast-paced, creative agency environment where I can apply my strategic thinking, adaptability, and ‘can-do’ attitude to deliver impactful brand outcomes.",Increased social media engagement by 27% | Winner of EconomAIst Case Competition | Recipient of Business School International Scholarship,Missing LinkedIn profile URL | Lacks more industry-specific metrics | Objective lacks bullet-point clarity,Include a full LinkedIn profile URL | Quantify additional academic achievements | Refine objective into 3–4 bullet points | Add a concise summary section with key metrics | Standardize formatting for dates and lists,Social Media Marketing | Digital Marketing | Project Management | Meta Ads Manager | Marketing Analytics | Customer Behaviour | Content Creation,Extra comma after Microsoft 365 | Inconsistent comma usage in Skills list | No LinkedIn URL provided | Pipes used inconsistently | Date format not uniform in education,"Use Australian spelling (e.g., ‘analysed’, ‘organisation’) | Highlight work rights or visa status for local roles | Entry-level marketing salaries range A$50k–A$60k p.a. | Emphasise WAM and relevant scholarships in local context | Include local digital platforms (e.g., X, TikTok) metrics",2025-11-13T02:04:38,Advisible - Evelynn Nguyen - Resume.docx
73,1763011378910,completed,Content Creator (Marketing),Entry,3,"Master of Digital Communication student focusing on bilingual content creation and community engagement. Experienced in supporting small businesses and cultural initiatives through social media content and basic performance tracking. Adaptable, proactive, and eager to contribute to meaningful communication projects that help young Vietnamese communities.",Bilingual content creation | Social media engagement growth | Event marketing coordination,"Phone number missing | No LinkedIn URL | Lack of ATS keywords (e.g., SEO, KPI) | Generic summary section | No visa/eligibility info",Add phone number and LinkedIn profile | Include specific marketing KPIs and tools | Standardize date format throughout | Quantify achievements with metrics | Highlight software proficiency levels,Content Creation | Social Media Strategy | Audience Engagement | Event Coordination | Visual Storytelling,Inconsistent bullet spacing | Missing blank line after sections | No phone entry | Mixed hyphen usage in dates | Parentheses spacing inconsistent,"Include Australian mobile format (+61) and LinkedIn link | Note visa or work rights status on resume | Use A4 layout and limit to two pages | Cite local marketing tools (e.g., Hootsuite) | Offer referees available upon request",2025-11-13T05:23:52,Khanh Huyen Luong - Content & Community Intern - MentorME2.0.pdf
4,1763426338160,craft,Marketing Specialist,Senior,18,"Project Manager with 10 years in Marketing & Communication overseas and 8 years as entrepreneur, serving as Product Owner and Project Manager for ICT projects.",10+ years in marketing & communications | Entrepreneurial leadership & team scaling | Multi-market program & project management,Lack of quantifiable metrics | Missing work authorization status | No full LinkedIn URL | No languages section | Generic references statement,Add quantifiable metrics for outcomes | Standardize date formats | Include work authorization/visa status | Add a languages proficiency section | Provide full LinkedIn profile link,Project Management | ICT | MVP | Agile | Stakeholder Management | Contract Negotiation | Program Management | Product Launch,Inconsistent date formats | Overseas roles lack bullets | Links in parentheses | Summary as paragraph | Mixed hyphen usage,"Use Australian English spelling conventions | Specify visa subclass or work rights | Reference NSW Program Manager salary bands (AUD 100–130k) | Highlight local PM tool expertise | Mention recognized certifications (PMP, PRINCE2)",2025-11-18T00:39:49,Le Anh Vy - CV.PDF
74,1763439292146,craft,Business analyst,Senior,12,"I have had over 12-year experience of technical project & product management in various domains: E-commerce, loyalty fintech, properties, agriculture, music, games, voice portal... I have the ability to re-arrange and turn ideas into documents, manage plans and resources into real products. I can facilitate, communicate and support (when necesarry) with many different teams to help the project reach the required schedules. I have growth mindset and interest in learning and self-studying in all fields that I am passionate about. In next 3-5 years, I want to be a part of an outstanding user-centric product that applies AI technologies.",User-centric data-driven mindset | Led cross-functional teams | Product lifecycle management,Missing detailed technical tools list | No core competencies summary | Languages proficiency not listed | Inconsistent date formats | Long intro paragraph,"Standardize bullet style and indentation | Use consistent date format across entries | Add core competencies section with tools | Specify Australian work/visa status | Quantify impact metrics (e.g., % growth)",Product Roadmap | Agile/Scrum | Stakeholder Management | User Research | KPI | Analytics | Jira | AI,Mixed bullet symbols (• and ◦) | Inconsistent date formatting | Headers casing inconsistent | Overcrowded sidebar layout | Long unbroken text lines,"Clearly state Australian work rights or visa status | Use local terminology (stakeholders, KPIs) | Highlight knowledge of Australian proptech regulations | Reference local Product Manager salary range (~AU$100–120K) | Note availability for Australia time zones",2025-11-18T04:16:39,Le-Thanh-Hoa-CV-English.pdf
74,1763439405082,craft,Business analyst,Senior,16,"I have had over 12-year experience of technical project & product management in various domains: E-commerce, loyalty fintech, properties, agriculture, music, games, voice portal.. I have the ability to re-arrange and turn ideas into documents, manage plans and resources into real products. I can facilitate, communicate and support (when necessary) with many different teams to help the project reach the required schedules. I have growth mindset and interest in learning and self-studying in all fields that I am passionate about. In next 3-5 years, I want to be a part of an outstanding user-centric product that applies AI technologies.",Over 12 years in product management | Led cross-functional teams up to 50 members | Delivered award-winning AI-driven solutions,No concise professional summary | Inconsistent date format usage | Missing work authorization status | Skills proficiency descriptions not standardized | References reveal personal contacts,Add a concise professional summary at top | Standardize date formats to YYYY-MM | Quantify achievements with metrics consistently | Include Australian work authorization or visa status | Hyperlink email and LinkedIn for ATS recognition,Product Management | Agile | Scrum | Product Owner | Stakeholder Management | Jira | Google Analytics | AI | Roadmap | Lean,Contact links not hyperlinked | Inconsistent certification date formats | References section unstructured | LinkedIn URL broken line | No visa/passport info,Australian market values explicit Product Owner title and Agile certifications | Highlight visa status or right to work in Australia | Typical Product Manager salary ranges AU$100k–140k | Familiarity with Jira and stakeholder management frameworks is critical | Remote work and part-time roles are common in Australian tech,2025-11-18T04:17:45,Le-Thanh-Hoa-CV-English.pdf
75,1763599294846,craft,Marketing Specialist,Entry,2,"Business student at Macquarie University with 2 years’ experience as Marketing Staff at The English Coach. Skilled in digital marketing, event promotion, and social media management. Bilingual in English and Vietnamese.",Bilingual in English & Vietnamese | Led AI integration project | Social media content strategy,No formal Education section | Missing dates for Freelance role | Lacks quantifiable achievements | No certifications listed | Inconsistent date formats,"Add an Education section with degree details and expected graduation | Quantify achievements with metrics (e.g., % growth in engagement) | Standardize date formats across all roles | List specific tools and platforms used (e.g., Canva, Hootsuite) | Include relevant certifications or professional training",digital marketing | social media | content strategy | AI integration | event promotion | brand visibility | TikTok | website design | product reviews | visual assets,Skill bars lack proficiency labels | Inconsistent date formatting | No Education header | Ongoing role date unclear | Address format inconsistent,"Include expected graduation date and degree details for Australian roles | Signal Australian work rights or visa status | Use Australian English spelling conventions | Add a LinkedIn profile URL | Highlight familiarity with local job platforms (e.g., Seek, LinkedIn Australia)",2025-11-20T00:42:10,CV_MKT.pdf
76,1763718531144,completed,Business analyst,Mid,5,"MBA candidate and experienced software delivery professional transitioning into Product Owner and Business Analyst. Knowledgeable of defining product vision, translating business needs into actionable solutions, and aligning cross-functional teams to deliver customer and business value. Proven ability to manage product roadmaps, prioritize features, and drive measurable business outcomes in complex international Agile environments. Friendly, well-organized, motivated team player eager to continuously learn and apply authentic leadership with technical experience.",SAFe® 6.0 certified Product Owner | International agile delivery expertise | Stakeholder-driven product strategy,No concise bullet summary at top | Missing Australian localization | Date format inconsistent | Personal statement too long | No measurable KPIs in older roles,Convert personal statement to bullet points | Standardize date formatting (MM/YYYY) | Add measurable KPIs for each role | Tailor keywords for Australian ATS | Include Australian work authorization status,Agile | SAFe | Product roadmap | Backlog management | PI planning | Stakeholder management | Design thinking | Go-to-market strategy,Inconsistent bullet symbols | Mixed dash and bullet use | Varying date formats | Long unbroken paragraphs | Section headings spacing inconsistent,"Use Australian English spelling conventions | Highlight work rights for Australia or visa status | Reference local Agile methodologies (e.g., DSDM) | Note typical BA salary ranges in Sydney/Melbourne | Mention familiarity with local financial regulations",2025-11-21T09:49:43,Nguyen Khang Duy_PO cum BA.pdf
77,1763978959692,completed,Test engineering,Entry,3,"Dynamic and results-driven IT professional with extensive hands-on experience in technical support roles. Adept at managing high-volume support tickets, troubleshooting complex issues, and providing exceptional customer service. Strong background in Microsoft Cloud Solutions, AutoTask, and Datto RMM. Proactive problem-solver with a keen eye for detail and a commitment to continuous learning and professional growth. Seeking an ICT Support Engineer position to leverage technical skills and contribute to a forward-thinking team.",Extensive technical support experience | Proficient in Microsoft Cloud Solutions | Strong problem-solving skills,Lacks IT certification listings | Unclear dates for some roles | No ATS keyword optimization | Missing quantified achievements | Generic summary lacks metrics,Add a Certifications section with IT credentials | Standardize date formats across roles | Quantify achievements with metrics (# tickets resolved) | Include ATS-friendly keywords in summary | Add a Core Competencies section for quick scan,IT Support | Technical Support | Microsoft 365 | AutoTask | Datto RMM | Intune | Troubleshooting | Customer Service | Azure AD,Inconsistent date formats | Missing section for Certifications | Bullet styling inconsistent | Lack of clear headings hierarchy,Use DD/MM/YYYY date format common in Australia | State Australian work rights or visa status clearly | Highlight local tools like ServiceNow or JAMF | Sydney ICT Support Engineers earn ~AUD 70-85K | Include knowledge of NBN and Telstra network in support roles,2025-11-24T10:10:03,Eric_Resume_ICT.docx
78,1764037995543,craft,Data analytics,Entry,0,"Detail-oriented Finance graduate and current Master of Business Analytics student with strong numerical accuracy, attention to detail, and solid financial fundamentals. Experienced in maintaining records, managing enquiries, and providing support through roles as a Volunteer Assistant at Pistis Group and MOV, and as a Unit Representative at Macquarie University. Skilled in Excel and Microsoft Office, with strong accuracy, attention to detail, and problem-solving ability. Highly motivated to gain hands-on experience in collections, telephone work, and financial operations while contributing positively to Avanti Finance over the summer period.",Numerical accuracy | Excel & Power BI proficiency | Attention to detail,Missing quantifiable enterprise impact | Limited ATS keywords for analysts | No professional certification listed | Activities clutter under Experience | Dates format inconsistent in sections,"Quantify accomplishments with metrics (e.g., percentages, scores) | Include relevant certifications (e.g., Tableau, CBIP) to boost credibility | Reformat section headings for ATS friendliness (use standard titles) | Consolidate activities into volunteer/project section to streamline resume | Standardize date and location formatting across all entries",Data analysis | Forecasting | DCF | Python | Power BI | Excel | Dashboard,Inconsistent date formats | Mixed bullet punctuation | Location headers not standardized | No clear section dividers | Line spacing uneven,Use ‘resume’ format preferred in Australia with clear section headings | Highlight Australian work rights or visa status to reassure employers | Include local tools such as Xero or MYOB if relevant | Expected Australian entry-level data analyst salary ~AUD 60k–75k | Reference LinkedIn profile URL with customized vanity link,2025-11-25T02:34:11,Thanh Phong Phung_RESUME.pdf
78,1764120241069,craft,Data analytics,Entry,1,"Detail-oriented Finance graduate and current Master of Business Analytics student with strong numerical accuracy, attention to detail, and solid financial fundamentals. Proficient in Excel, Python, Power BI, and R Studio with experience in financial analysis, forecasting, and data visualization. Seeking hands-on experience in collections, telephone work, and financial operations.",Strong financial analysis skills | Proficiency in Excel and Power BI | Attention to detail,Missing quantified achievements | No certifications section | Lacks SQL or database tools | Missing summary of Forage projects | Limited industry keywords,"Quantify achievements (metrics, outcomes) | Standardize date and institution formatting | Add a Certifications section for analytics tools | Include SQL and database keywords | Summarize Forage simulations under Projects section",financial analysis | forecasting | DCF | data visualization | Excel modelling | Python | Power BI | R Studio | valuation,Inconsistent date formats | Missing company details on some entries | Variable bullet indentation | Overloaded summary section | Inconsistent institution formatting,"Use Australian spelling (e.g., modelling) consistently | Indicate right to work in Australia or visa status | Highlight experience with local tools (Tableau, SQL Server) | Align salary expectations with NSW Data Analyst ranges | Mention availability for summer placement clearly",2025-11-26T01:24:47,Thanh Phong Phung_RESUME.docx
79,1764509346202,craft,Data analytics,Entry,4,"Dedicated and motivated Computer Science sophomore with a 3.68/4.0 CGPA, research assistant and intern experience, and hands-on projects in machine learning and full-stack development. Strong interest in AI, data engineering, and analytics roles.",Strong research and data analysis | Leadership in student organisations | Full-stack web development experience,Missing SQL and database keywords | No quantified outcomes for projects | Lacks industry-specific ATS terms | Inconsistent course listing detail | No clear career objective statement,Include SQL and database experience | Add measurable results for each project | Tailor objective to data analytics roles | Standardize date formats (MM/YYYY) | Remove highlight artifacts and improve alignment,Python | Machine Learning | Data Analysis | Jupyter Notebook | React | Node.js | Data Structures | Leadership,Inconsistent date formats | Truncated course listing | Bullets vary in indentation | Highlight overlays obscure text | Section headings uneven spacing,"Highlight Australian work rights or visa if applicable | Include SQL, Power BI or Tableau for local analytics roles | Use 'CV' terminology and metrics familiar to Australian employers | Typical entry-level data analyst salary ~AU$65k-AU$75k | Emphasize teamwork and communication for local culture",2025-11-30T13:29:49,CV - Khau Lien Kiet - Kiá»t Khau LiÃªn_anonymized.pdf
80,1764559473987,craft,Data analytics,Entry,1,"Data-focused full-stack analyst with 1.5 years of BI and analytics experience in cryptocurrency and hospitality, CCBA-certified, dual Master’s candidate at UOW.",Advanced SQL automation | Certified CCBA business analyst | Analytical storytelling expertise,Missing professional email address | Portfolio URL not hyperlinked | No dedicated Skills section | Inconsistent date formats | Lacking ATS keywords section,"Add a dedicated Skills section with key tools and proficiencies | Include a professional email and hyperlink portfolio | Standardize date formats to “MMM YYYY – MMM YYYY” | Embed ATS keywords like Power BI, Python, BI Reporting | Quantify more outcomes (e.g., % improvements) in bullets",SQL | Power BI | Metabase | Python | Data Analytics | Business Analysis | Stakeholder Management | Google Sheets | Excel | BI Reporting,Headings not consistently styled | No Skills header | Date ranges vary (Now vs Present) | Sections run together | Bullets inconsistent spacing,Australian employers value clear WAM scores and Distinction grades | Highlight local project experience or internships in Sydney | Include Australian English spelling and terminology | Emphasize work rights or visa status for recruiters | Market demand for BI roles uses Power BI and Python stacks,2025-12-01T03:25:07,Lam (David)_Le_CV.docx
81,1764734604345,craft,Front-end web development,Entry,0,"Recent Computer Science graduate from the University of Adelaide with a perfect 7.0 GPA and Global Citizens Scholarship. Proficient in Java and C++, with hands-on experience building responsive web applications using HTML, CSS, JavaScript, VueJS, and Firebase. Developed cross-platform mobile apps in Flutter, designed real-time data features, and led hackathon projects to award-winning results.",7.0/7.0 GPA with Global Citizens Scholarship | First-Place KPIM Hackathon Winner | Built real-time Flutter & Firebase apps,No professional work experience section | Missing summary or objective statement | No mention of Australian work rights | No certifications listed | Skills lack proficiency levels,"Add a concise professional summary at top | Include any internships or work experience entries | Highlight permanent residency or work rights in Australia | Obtain and list relevant certifications (e.g. React, AWS) | Fix typos and standardize bullet formatting",HTML | CSS | JavaScript | VueJS | Flutter | Firebase | Responsive Design | UI/UX | Real-time Data,Typo: 'HMTL' instead of 'HTML' in Projects | Inconsistent bullet symbols | Lacks professional summary section | Skills section formatting varied | Dates format inconsistent,Australian employers value React/Angular experience alongside VueJS | Note work rights status (e.g. PR or visa) to reassure recruiters | Use Day Month Year format for dates on Australian resumes | Typical entry-level front-end salary in Adelaide: AUD 60k–70k | Include local tech meetups or community involvement (e.g. DevFest),2025-12-03T04:04:02,Gia_Bao_Hoang_CV - Bao Hoang.pdf
82,1765039382163,craft,Front-end web development,Senior,5,"UNSW Computer Science undergrad with 5 years of experience in front-end web development and AI-driven platforms. Spearheaded fintech website projects, built scalable crowdfunding and mentorship platforms, and contributed to AI research and patent development.",Led 35-volunteer team to deliver Gen Z mentorship platform | Developed fintech websites boosting engagement by 40% | Authored 7 peer-reviewed AI publications and patented device,Missing phone number | Lacks specific front-end frameworks | No LinkedIn URL text | Inconsistent date formatting | No visa/work rights info,"Add phone number and full contact details | Include specific front-end frameworks (e.g., React, Angular) | Use consistent ATS-friendly section headings | Quantify technical skills with tools and frameworks | Provide clickable LinkedIn URL",HTML | CSS | UI/UX | Agile | Crowdfunding,Inconsistent bullet symbol usage | Date ranges vary (dash styles) | Mixed placement of location and company name | No clear section separators | Profile bullets use lowercase start,"Use Australian English spelling and date formats (DD/MM/YYYY) | Clarify visa or work rights status for Australia | Highlight local tech stacks like React and Vue | Align salary range expectations (AU$80k–$100k for front-end dev) | Follow Australian resume style: 1–2 pages, simple formatting",2025-12-06T16:44:07,Sadashiv_Babbar_Resume.pdf
83,1765164693926,craft,Data analytics,Entry,0,"An enthusiastic and innovative Data Science student with solid academic records and teamwork proficiency. Seeks opportunities to develop new expertise and contribute to organizational success. Confident communicator with can-do attitude, problem-solving, and flexibility skills.",High academic performance (WAM: 93) | Hands-on SQL & Python project experience | Strong communication & teamwork,Missing full GitHub URLs | No physical address or location | Summary lacks technical keywords | Projects not linked to online repositories | Limited quantifiable project outcomes,Add full GitHub project URLs for recruiters | Include your Australian location or address | Incorporate ATS keywords in the summary | Quantify project results (e.g. accuracy gains) | Standardize bullet styles and spacing,Data Science | SQL | Python | R | MySQL | Machine Learning | Data Analysis | Tableau | Power BI,Mixed dash types in date ranges | Inconsistent spacing between sections | Bullets and hyphens mixed | Inline skills list lacks bullets | Date alignment inconsistent,Use +61 format for phone number | Declare visa/work rights and limitations | Entry-level data analyst salary ~AUD 60k–75k | Use Australian English spelling (e.g. organise) | Emphasize familiarity with local tools like Power BI,2025-12-08T03:32:01,CV - Vanessa Nguyen.pdf
84,1765197036664,craft,Accommodation and Hospitality Managers nec,Entry,2,"Customer-focused hospitality professional with 18 months of food & beverage service experience and certifications in RSA, Food Safety, First Aid/CPR, and Barista Skills, seeking front desk or guest services role to leverage customer service and operational support skills.",High-volume customer service | Zero cash-handling errors | Proactive problem-solving,"Missing hotel front desk software keywords | No mention of Opera or PMS experience | Limited guest services terminology | No tailored front desk job title | Certifications inline, not separate","Include key front desk systems like Opera PMS in skills section | Create a separate Certifications section for clarity | Standardize date format (e.g., MMM YYYY – MMM YYYY) without parentheses | Add a Leadership or Objective section highlighting guest service goals | Tailor summary to include measurable front desk achievements",Customer Service | POS Systems | RSA | Food Safety | Front Desk | Guest Services | Opera PMS | Cash Handling,Inconsistent date formatting for casual roles | Parentheses in dates affects ATS parsing | Certifications inline instead of separate section | Languages not listed properly | Sections not clearly separated,"Emphasize RSA and Food Safety certifications under Victoria regulations | Highlight knowledge of Australian hotel PMS (e.g., Opera, RMS) | Signal work rights by noting visa status or citizenship if relevant | Refer to local salary benchmarks for entry-level front desk roles (~45-50k AUD) | Use Australian English spelling and resume conventions",2025-12-08T12:31:16,Sample CV demonstration.pdf
85,1765288018811,craft,Artificial intelligence,Entry,0,"Entry-level Artificial Intelligence enthusiast with top academic standing (GPA 3.99/4.00) and hands-on experience in deep learning and computer vision projects. Demonstrated ability to build end-to-end AI pipelines (data preprocessing, augmentation, CNN model evaluation) and front-end web applications using ReactJS. Active contributor in university developer clubs with strong teamwork and problem-solving skills.",Deep Learning & AI Projects | ReactJS Front-End Development | Top Academic Performance (GPA 3.99),No professional summary/objective | Lacks formal internship or paid work | Missing quantified impact metrics,"Add a concise professional summary and career objective. | Include any internship or real-world AI project experience. | Quantify impact (e.g., accuracy improvements, user metrics). | Standardize date formats and bullet styling. | Highlight relevant certifications (e.g., AWS, Azure ML).",Python | C++ | SQL | HTML | CSS | JavaScript | Machine Learning | Deep Learning | Data Visualization | ReactJS | TensorFlow | Keras | OpenCV | Pandas | NumPy,Inconsistent date dash usage (– vs -) | Typos in section text | Long unbroken lines in skills list,"Australian AI roles favor familiarity with PyTorch and scikit-learn. | Include visa/work rights statement when applying in Australia. | Showcase cross-team collaboration for local company culture. | Target local tech meetups (e.g., PyData Sydney) in LinkedIn profile. | Australian recruiters value clear metrics (e.g., model accuracy gains).",2025-12-09T13:48:04,BuiDuyBao_DataScience - Bao Bui-Duy.pdf
86,1765333821773,craft,Artificial intelligence,Entry,0,"Bachelor of Computer Science student with a 3.99 GPA and hands-on experience in deep learning, computer vision projects, and full-stack web development in ReactJS.",Top 3 in Gifted Student Priority Admission | GPA 3.99/4.00 in Advanced CS program | Third prize at AIoT Developer Innoworks,Missing professional summary section | No contact email or phone provided | Experience lacks quantifiable metrics | Inconsistent skills formatting | Typo 'Planing' instead of 'Planning',Add a concise professional summary or objective | Include contact email and phone number | Quantify achievements in experience section | Standardize bullet formatting across sections | Specify language proficiency levels clearly,Machine Learning | Deep Learning | ReactJS | TensorFlow | Python | OpenCV | CNN | Data Visualization | Git/Github,Inconsistent bullet spacing | Mixed date formats | No uniform header style | Excessive abbreviations | Projects lack link context,"State Australian work rights or visa sponsorship status clearly | Use Australian English spelling and terminology | Highlight familiarity with local tech stacks (e.g., AWS, Azure) | Keep resumes to two A4 pages max for Australia | Include LinkedIn URL prominently for recruiter review",2025-12-10T02:31:17,Sample CV for AI platform - MentorMe.pdf
87,1765334157642,craft,Hotel or Motel Manager,Entry,2,"Final year Hotel Management student at the University of Economics and Finance with 2+ years hands-on experience in housekeeping and cashier roles. Demonstrated leadership as 4-year Class President, proficient in F&B operations, upsell techniques, and advanced MS Office, ready to contribute to service excellence.",4-year Class President leadership experience | Trained in personalized service & upsell | Advanced IT Application Certificate,No property management system skills listed | Missing formal degree completion date | “Degree” header used for trainings | Lacks quantified achievements | Inconsistent section labels,"Add a concise professional summary at the top | Standardize section headings (Education, Certifications, Experience) | Quantify achievements (e.g., rooms cleaned, transactions processed) | Include relevant software (PMS, booking systems) | Use consistent date formatting (MM/YYYY)",Hospitality management | F&B operations | Customer service | Upsell techniques | Inventory management | Cash handling,Hyphens and bullets used inconsistently | Date formats vary across sections | “Degree” section title is unclear | No dedicated Education header | Spacing after bullets inconsistent,"List Australian-recognized hospitality certifications (e.g., RSA, RCG) | State work rights or visa status clearly for AU employers | Mention familiar Australian PMS/CRS systems (e.g., Opera, RMS) | Align CV to 2-page max with clean formatting | Highlight multicultural guest service experience",2025-12-10T02:36:41,Thiáº¿t káº¿ chÆ°a cÃ³ tÃªn_20251210_093522_0000.pdf
87,1765334219713,craft,Hotel or Motel Manager,Entry,2,"Final-year Hotel Management student at University of Economics and Finance, specializing in F&B operations, cost management, and customer service quality. Class President with 4 years leadership experience. Practical experience in housekeeping and cashier roles; skilled in personalized service, upselling, inventory control, and office informatics.",Leadership & Team Coordination | F&B Operations Expertise | Advanced IT Application,No LinkedIn profile | Missing expected graduation date | Inconsistent date formats | Lack of quantifiable metrics | Courses not highlighted separately,Add LinkedIn profile and URL | Include expected graduation date in Education | Use consistent date format DD/MM/YYYY | Quantify achievements with metrics | Create clear Education and Certifications sections,F&B operations | Customer service | Cost management | Upsell techniques | Inventory tracking | Revenue reporting | Team leadership | Office Informatics,Date ranges inconsistent | Mixed bullet styles | No clear Education section | Long paragraph in About Me | No section separators,"Use Australian English and DD/MM/YYYY format | Specify visa/work rights status (e.g. student visa) | Consider adding RSA certificate for Australian hospitality roles | Highlight local Australian hospitality standards (e.g., ozone sanitization) | Typical Assistant Manager salary AUD 55k–65k",2025-12-10T02:37:38,Thiáº¿t káº¿ chÆ°a cÃ³ tÃªn_20251210_093522_0000.pdf
87,1765334240405,craft,Hotel or Motel Manager,Entry,4,"As a 4th year student majoring in Hotel Management, I aim to develop my career in the professional F&B field. I have solid knowledge of operations, Mastering Upsell skills and practical experience. As a 4-year Class President, I am confident in my leadership, team management and conflict resolution skills, and am ready to contribute to the professionalization and operational efficiency of the service team.",Leadership & team coordination | F&B operations expertise | Advanced IT proficiency,No LinkedIn or professional profile link | Missing expected graduation date | Inconsistent date formats in experience | No degree title or GPA listed | Lacks quantifiable achievements,"Add expected graduation date and degree title | Include LinkedIn or online portfolio link | Quantify achievements (e.g., % accuracy, number of guests) | Standardize bullet and date formatting | Highlight Australian hospitality certifications (RSA, WL)",F&B operations | Upsell techniques | Cost management | Customer service | Microsoft Office | Digital content | Leadership | Team management,Mixed hyphens and bullets | Inconsistent date formatting | No clear section separators | Unlabeled address field | Bullets and dashes inconsistent,Australian resumes are 2 pages max; be concise | Include visa/work rights status upfront | Highlight RSA and responsible service qualifications | Use local terminology like ‘front office’ and ‘back of house’ | Junior hospitality roles salary: AUD 55k–60k per annum,2025-12-10T02:37:51,Thiáº¿t káº¿ chÆ°a cÃ³ tÃªn_20251210_093522_0000.pdf
87,1765334277646,craft,Hotel or Motel Manager,Entry,4,"4th year Hotel Management student with hands-on experience in housekeeping and cashier roles. Demonstrated leadership as Class President for 4 years, strong F&B operations knowledge, upselling skills, and proficiency in office informatics.",Leadership & Team Coordination | F&B Operations Expertise | Mastering Upsell Techniques,No expected graduation date for degree | Lack of managerial internship details | Missing measurable metrics in work bullets | No clear career objective heading | Phone number lacks country code,Add expected graduation date. | Include internship outcomes with metrics. | Quantify achievements with measurable results. | Standardize date formats consistently. | Add a concise professional summary section.,Hospitality | F&B Operations | Upselling | Cost Management | Customer Service,Inconsistent date formats in work history | Mixed bullet styles in Personal Skills | Misaligned indentation in Degree section | Missing space after some hyphens | Lack of section separators,"Use Australian English spelling (e.g., ""organisation""). | Include expected degree completion for visa requirements. | Highlight locally recognized certifications (e.g., RSA/RCG). | Emphasize F&B and guest service experience for Australian hospitality roles. | Format phone number in international format for recruiters.",2025-12-10T02:38:28,Thiáº¿t káº¿ chÆ°a cÃ³ tÃªn_20251210_093522_0000.pdf
